User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
2522,60,Male,Married,Some primary,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Never,Can neither read nor write,Can neither read nor write,-4.94326856,38.9151238,Yes,Yes,No,No,Uses both
164,23,Male,Single/never married,Do not know,The land/plot is rented,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,Yes,In the past 90 days,Daily,Never,Can read and write,Can read and write,-6.88847192,39.16116991,Yes,Yes,Yes,No,Uses both
8448,63,Female,Married,No formal education,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-8.97363243,33.95744757,Yes,No,No,No,Uses mobile money only
5115,75,Female,Divorced,No formal education,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,"Things you process (honey, dairy products, flour)",Not applicable,No,Not applicable,Yes,In the past 30 days,Less often than monthly,Not applicable,Can read only,Can neither read nor write,-7.79888156,35.77168396,Yes,No,No,Yes,Uses both
9218,23,Female,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-6.91784119,39.2584923,Yes,No,Yes,No,Uses both
5592,22,Female,Married,Some primary,The land/plot is rented,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-6.81396173,30.48862272,No,Yes,No,No,Does not use mobile money
6530,22,Male,Single/never married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,No,Not applicable,Monthly,Monthly,Can read and write,Can read only,-8.28305797,35.30968651,Yes,Yes,Yes,No,Uses both
2821,26,Male,Married,Primary completed,The land/plot is rented,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read only,-7.68054399,31.56242414,Yes,No,No,No,Uses mobile money only
3768,34,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.19332817,31.44265682,No,Yes,Yes,No,Does not use mobile money
3647,32,Male,Married,Post primary technical training,A household member owns the land/plot,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,Yes,6 months or longer ago,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-1.33529132,33.80023881,Yes,Yes,Yes,No,Uses both
8356,46,Female,Married,Some primary,You own the land/plot together with someone else,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.24066641,33.42970479,Yes,No,No,Yes,Uses both
7624,31,Male,Married,Post primary technical training,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can read and write,-7.95496093,36.86502889,Yes,Yes,No,Yes,Uses both
2266,24,Male,Single/never married,No formal education,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,Yes,In the past 7 days,Never,Not applicable,Can read and write,Can neither read nor write,-10.361872,40.10191714,Yes,No,No,No,Uses mobile money only
1142,42,Female,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.87950297,34.63683273,No,Yes,Yes,No,Does not use mobile money
2678,24,Female,Married,Primary completed,The land/plot is rented,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Daily,Not applicable,Can read and write,Can neither read nor write,-7.68051099,36.03971887,Yes,No,Yes,No,Uses both
6577,16,Male,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-10.56023238,36.23842883,No,No,No,No,Does not use any financial service
5751,59,Female,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.10882932,35.18653507,No,Yes,No,No,Does not use mobile money
4129,26,Male,Single/never married,University or other higher education,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-6.17269745,35.73670224,No,No,No,No,Does not use any financial service
6667,70,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.44618432,38.03562776,No,No,No,Yes,Does not use mobile money
1898,34,Female,Married,University or other higher education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can neither read nor write,-5.24617586,39.78151784,No,No,Yes,No,Does not use mobile money
5999,25,Male,Single/never married,University or other higher education,The land/plot is rented,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Hospitality /Accommodation, restaurants, etc.",Yes,In the past 30 days,Yes,In the past 90 days,Monthly,Never,Can read and write,Can read and write,-3.37239439,37.34017235,Yes,Yes,No,No,Uses both
2308,39,Female,Widowed,Some primary,You own the land/plot together with someone else,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-6.74382246,36.09174818,Yes,No,No,No,Uses mobile money only
1856,35,Female,Divorced,Primary completed,The land/plot is rented,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can read only,-8.01737594,31.60421156,No,No,No,No,Does not use any financial service
6964,48,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-10.66316159,38.75215056,No,Yes,Yes,No,Does not use mobile money
1103,21,Male,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,Yes,More than 90 days ago but less than 6 months ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can read and write,-6.72038427,38.7375537,Yes,Yes,No,No,Uses both
2286,16,Male,Single/never married,Some primary,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-10.81824809,39.52731181,Yes,Yes,No,No,Uses both
486,23,Female,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Not applicable,Not applicable,"Technical - mechanic, etc.",Yes,In the past 30 days,Yes,Yesterday/today,Never,Not applicable,Can read only,Can read only,-6.81428683,37.68486362,Yes,Yes,No,No,Uses both
7254,17,Male,Single/never married,Primary completed,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can neither read nor write,-8.84824153,32.28190774,Yes,No,No,No,Uses mobile money only
6335,30,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-7.87267,30.79676532,No,Yes,Yes,No,Does not use mobile money
6227,26,Female,Single/never married,University or other higher education,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Less often than monthly,Can read and write,Can read and write,-8.29951713,35.28402641,Yes,Yes,No,No,Uses both
6974,39,Female,Married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.57529852,33.77272671,No,Yes,No,No,Does not use mobile money
2637,36,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-4.23043416,35.42795971,Yes,Yes,No,No,Uses both
2053,63,Female,Widowed,No formal education,You personally own the land/plot where you live,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,Livestock,"Technical - mechanic, etc.",No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-6.58490526,36.07362158,No,No,No,No,Does not use any financial service
9387,71,Female,Widowed,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,Yes,In the past 30 days,Never,Not applicable,Can read and write,Refused to read,-6.82302835,39.31090708,Yes,Yes,No,No,Uses both
4483,52,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-5.87369581,39.29160454,No,No,No,No,Does not use any financial service
3563,32,Female,Widowed,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-5.32371973,34.51856191,No,No,Yes,No,Does not use mobile money
2715,38,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Weekly,Not applicable,Can read and write,Can neither read nor write,-4.64816611,35.04096917,Yes,Yes,Yes,No,Uses both
2125,45,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.10172319,31.08703039,No,Yes,No,No,Does not use mobile money
2133,42,Female,Married,Primary completed,You personally own the land/plot where you live,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-1.87524782,33.70188288,No,Yes,No,No,Does not use mobile money
3730,47,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can read and write,Can neither read nor write,-11.05009815,34.75485723,Yes,Yes,Yes,Yes,Uses both
6250,65,Female,Widowed,No formal education,You personally own the land/plot where you live,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-9.95760405,34.61850377,No,Yes,No,No,Does not use mobile money
4591,25,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-6.26506187,36.86317944,No,Yes,No,No,Does not use mobile money
5315,26,Male,Married,Primary completed,You do not own or rent the land,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Things you buy from others - agricultural products,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-9.40840202,33.91705806,No,Yes,No,No,Does not use mobile money
2030,22,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.52694107,34.05992141,No,No,No,No,Does not use any financial service
